 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
1021,334119,Other Computer Peripheral Equipment Manufacturing,3000,"Manufacture of office, accounting and computing machinery","ATMs, point of sale terminals, etc., printers; optical readers and scanners; mouse, joystick, and trackball devices; keyboards; monitors; computer peripheral type overhead projectors"
1023,334210,Telephone Apparatus Manufacturing,3220,Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy,"central office switching equipment, cordless telephones (except cellular), PBX equipment, telephones, and data communications equipment, such as bridges, routers, and gateways"
1024,334210,Telephone Apparatus Manufacturing,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",telephone answering machines
1025,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3220,Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy,"wireless telephone equipment, radio and television broadcast equipment, CCTV equipment, television cameras, private FM radio communications systems, CB radios, and similar, including broadcast studio monitors"
1026,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","broadcast studio equipment such as reproduction equipment, transmitting and receiving antennas, paging equipment"
1027,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",communication signal testing apparatus
1028,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3530,Manufacture of aircraft and spacecraft,satellites
1029,334290,Other Communications Equipment Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,"signaling equipment such as traffic and pedestrian signaling equipment, burglar and fire alarm systems, sirens"
1030,334290,Other Communications Equipment Manufacturing,3220,Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy,intercoms and similar communications equipment
1031,334290,Other Communications Equipment Manufacturing,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",radio and infrared remote control devices
1032,334310,Audio and Video Equipment Manufacturing,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","video cassette recorders, televisions, stereo equipment, speaker systems, household-type video cameras, jukeboxes, and amplifiers for musical instruments and public address systems."
1033,334411,Electron Tube Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"electron tubes including CRTs, other vacuum tubes and parts (except glass blanks)"
1034,334412,Bare Printed Circuit Board Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"bare printed circuits, rigid and flexible (no components attached or inserted)"
1035,334413,Semiconductor and Related Device Manufacturing,2429,Manufacture of other chemical products n.e.c.,"semifinished dice or wafers, semiconductor"
1036,334413,Semiconductor and Related Device Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"semiconductors and related devices, including discretes (transistors, diodes, and similar), integrated circuits (microprocessors, memory chips, controller chips, and similar), optoelectronic devices (such as solar cells)"
1037,334414,Electronic Capacitor Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,electronic capacitors
1038,334415,Electronic Resistor Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,electronic resistors
1039,334416,"Electronic Coil, Transformer, and Other Inductor Manufacturing",3110,"Manufacture of electric motors, generators and transformers","electronic transformers (solid state), coils, chokes, and other inductors"
1040,334417,Electronic Connector Manufacturing,3120,Manufacture of electricity distribution and control apparatus,"electronic connectors such as cylindrical, rack and panel, printed circuit, etc."
1041,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,3000,"Manufacture of office, accounting and computing machinery",internal and external consumer type computer modems
1042,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"printed circuit assemblies for a variety of uses (board level devices), contract insertion of components on printed circuit boards"
1043,334419,Other Electronic Component Manufacturing,2520,Manufacture of plastics products,technical laminates
1044,334419,Other Electronic Component Manufacturing,3120,Manufacture of electricity distribution and control apparatus,"electronic switches, such as snap, toggle, rocker, etc., for use in electronic apparatus"
1045,334419,Other Electronic Component Manufacturing,3130,Manufacture of insulated wire and cable,"harness assemblies (insulated wire and connectors) for electronic use, including printer cables, monitor cables, and similar"
1046,334419,Other Electronic Component Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"miscellaneous electronic devices, such as piezo electric devices, crystals, LCD discrete devices, filters, and other miscellaneous devices"
1047,334419,Other Electronic Component Manufacturing,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","heads (pickup, recording, read/write, etc.), phonograph needles"
1048,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"electromedical and electrotherapeutic apparatus manufacturing, medical laser equipment, medical endoscopic equipment"
1050,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",3190,Manufacture of other electrical equipment n.e.c.,"mine detectors, sending out and responding to a signal"
1051,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","flight recorders, search, detection, navigation, aeronautical, and nautical equipment, including sonabouys"
1053,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","environmental controls and automatic controls for appliances, temperature, humidity and similar"
1054,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",3313,Manufacture of industrial process control equipment,industrial process control equipment manufacturing 
1055,334514,Totalizing Fluid Meter and Counting Device Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",fluid meters and counting devices
1056,334514,Totalizing Fluid Meter and Counting Device Manufacturing,3330,Manufacture of watches and clocks,parking meters
1057,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,3190,Manufacture of other electrical equipment n.e.c.,pulse (signal) generators
1058,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",instruments for measuring electricity and electrical signals
1059,334516,Analytical Laboratory Instrument Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment",laboratory analytical instruments
1060,334517,Irradiation Apparatus Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"X-ray and other irradiation apparatus, medical"
1061,334518,"Watch, Clock, and Part Manufacturing",3330,Manufacture of watches and clocks,"watches, clocks, and parts, such as watch cases and housings of all materials, movements, chronometers, and similar - also includes time clocks, time/date stamps, time locks, and similar timing devices"
1062.1,334519,Other Measuring and Controlling Device Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,metal detectors
1062,334519,Other Measuring and Controlling Device Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","other measuring and controlling devices, such as radiation detection equipment, polygraph machines, thermometers (except bimetal medical type), meteorological instruments "
1063,334611,Software Reproducing,2230,Reproduction of recorded media,reproducing computer media
1064,334612,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",2230,Reproduction of recorded media,reproduction of sound or video recording
1066,334613,Magnetic and Optical Recording Media Manufacturing,2429,Manufacture of other chemical products n.e.c.,prepared unrecorded magnetic and optical media
1067,335110,Electric Lamp Bulb and Part Manufacturing,3150,Manufacture of electric lamps and lighting equipment,"manufacture of electric light bulbs, tubes, parts and components (except glass blanks), including flash bulbs"
1068,335121,Residential Electric Lighting Fixture Manufacturing,3150,Manufacture of electric lamps and lighting equipment,"manufacture of residential electric lighting fixtures, including lamp shades (except glass or plastic)"
1069,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",3150,Manufacture of electric lamps and lighting equipment,"manufacture of commercial, industrial, and institutional electric lighting fixtures, including battery backup emergency lighting fixtures and indoor illuminated entry and exit safety signs"
1070,335129,Other Lighting Equipment Manufacturing,1729,Manufacture of other textiles n.e.c.,incandescent mantles
1071,335129,Other Lighting Equipment Manufacturing,3150,Manufacture of electric lamps and lighting equipment,"manufacture of other lighting fixtures, including nonelectric lighting fixtures (such as gas lights and lanterns), street and highway lighting fixtures, lighted Christmas novelties, bug zappers with light, and electric lighted fireplace logs"
1071.1,335129,Other Lighting Equipment Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,bug zappers without light
1072,335211,Electric Housewares and Household Fan Manufacturing,2930,Manufacture of domestic appliances n.e.c.,electric housewares and household-type electric fans
1073,335212,Household Vacuum Cleaner Manufacturing,2930,Manufacture of domestic appliances n.e.c.,household vacuum cleaners and similar
1074,335221,Household Cooking Appliance Manufacturing,2930,Manufacture of domestic appliances n.e.c.,"electric household cooking major appliances (electric stoves, ovens, etc.), nonelectric household cooking equipment (gas ovens, and similar)"
1076,335222,Household Refrigerator and Home Freezer Manufacturing,2930,Manufacture of domestic appliances n.e.c.,"household refrigerators and freezers, nonelectric household-type refrigerators and freezers (i.e., natural gas or propane for example)"
1078,335224,Household Laundry Equipment Manufacturing,2930,Manufacture of domestic appliances n.e.c.,"household clothes washing and drying machines, nonelectric clothes dryers (gas)"
1080,335228,Other Major Household Appliance Manufacturing,2930,Manufacture of domestic appliances n.e.c.,"dishwashers, disposers, trash compactors, electric water heaters and similar, nonelectric water heaters"
1082,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3110,"Manufacture of electric motors, generators and transformers","power, distribution and specialty electrical transformers, ballasts for lighting"
1083,335312,Motor and Generator Manufacturing,3110,"Manufacture of electric motors, generators and transformers","prime mover (except turbine) generator sets and generators, rotating inverters"
1084,335313,Switchgear and Switchboard Apparatus Manufacturing,3120,Manufacture of electricity distribution and control apparatus,"switchgear, switchboards, and similar apparatus such as control panels, distribution panels, distribution cutouts; circuit breakers, power connectors"
1085,335314,Relay and Industrial Control Manufacturing,3120,Manufacture of electricity distribution and control apparatus,relays (electrical and electronic) and industrial controls
1086,335314,Relay and Industrial Control Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,electromagnetic brakes and clutches
1087,335911,Storage Battery Manufacturing,3140,"Manufacture of accumulators, primary cells and primary batteries","storage batteries, including rechargeable battery packs"
1088,335912,Primary Battery Manufacturing,3140,"Manufacture of accumulators, primary cells and primary batteries",primary batteries
1089,335921,Fiber Optic Cable Manufacturing,3130,Manufacture of insulated wire and cable,fiber-optic cable made from purchased strand (data transmission)
1090,335921,Fiber Optic Cable Manufacturing,3320,Manufacture of optical instruments and photographic equipment,fiber-optic cable made from purchased strand (live transmission of images)
1091,335929,Other Communication and Energy Wire Manufacturing,3130,Manufacture of insulated wire and cable,insulating purchased wire
1092,335931,Current-Carrying Wiring Device Manufacturing,3120,Manufacture of electricity distribution and control apparatus,"terminals, switches, outlets, taps, plugs, wire connectors, lightning arrestors, and similar current carrying devices"
1094,335932,Noncurrent-Carrying Wiring Device Manufacturing,2520,Manufacture of plastics products,"plastic noncurrent carrying wiring devices, including plastic electrical conduit and fittings, plastic junction boxes, face plates, and similar, plastic pole line fittings"
1095,335932,Noncurrent-Carrying Wiring Device Manufacturing,3120,Manufacture of electricity distribution and control apparatus,"boxes, such as outlet, junction and switch; transmission pole and line hardware"
1096,335932,Noncurrent-Carrying Wiring Device Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,"electrical insulators (except glass or porcelain), base metal conduit and fittings"
1097,335991,Carbon and Graphite Product Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,carbon and graphite fibers and products (except electrodes and electrical applications)
1098,335991,Carbon and Graphite Product Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,"carbon and graphite electrodes, contacts, and other electrical carbon and graphite products"
1099,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,2919,Manufacture of other general purpose machinery,ultrasonic cleaning machines (except laboratory and dental)
1100,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,3110,"Manufacture of electric motors, generators and transformers","solid state inverters, rectifying apparatus, fuel cells, regulated and unregulated power supplies, uninterruptible power supplies"
1103.1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,3120,Manufacture of electricity distribution and control apparatus,surge suppressors
1101,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,3130,Manufacture of insulated wire and cable,"appliance cords, extension cords, and other electrical cord sets with insulated wire and connectors"
1102,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,"particle accelerators, chimes and bells, miscellaneous electrical machinery (see index list)"
1103,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,3210,Manufacture of electronic valves and tubes and other electronic components,"electrical capacitors, resistors, condensers, and similar, accelerators"
1104,336111,Automobile Manufacturing,3410,Manufacture of motor vehicles,car manufacturing on chassis of own manufacture
1105,336112,Light Truck and Utility Vehicle Manufacturing,3410,Manufacture of motor vehicles,lightweight trucks and vans on chassis of own manufacture
1106,336120,Heavy Duty Truck Manufacturing,3410,Manufacture of motor vehicles,"heavy trucks, buses, tractors for semitrailers, on-highway special purpose vehicles, such as motor homes, garbage trucks or fire trucks on chassis of own manufacture"
1109.1,336211,Motor Vehicle Body Manufacturing,2915,Manufacture of lifting and handling equipment,dump-truck lifting mechanisms and tail gate loaders
1107,336211,Motor Vehicle Body Manufacturing,3410,Manufacture of motor vehicles,assembly of completed vehicles on purchased chassis (upfitters)
1108,336211,Motor Vehicle Body Manufacturing,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"manufacturing motor vehicle bodies, such as car bodies, ambulance bodies, truck cabs, and similar"
1109,336211,Motor Vehicle Body Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,fifth wheel assemblies
1110,336212,Truck Trailer Manufacturing,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"general and special purpose semitrailers (fifth wheel type) and demountable cargo containers. This industry does not include specialty trailers for agricultural purposes, such as to be towed by agricultural tractors or combines for off-road use)"
1111,336213,Motor Home Manufacturing,3410,Manufacture of motor vehicles,"van and minivan conversion on a factory or assembly line basis, motor homes on purchased chassis"
1112,336214,Travel Trailer and Camper Manufacturing,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"travel trailers (camper trailers), utility trailers, boat trailers, horse trailers, and similar trailers using a tongue and ball or receiver type hitch."
1113,336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing",2911,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","pistons and piston rings (except automotive and aircraft), nonautomotive carburetors"
1114,336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing",3430,Manufacture of parts and accessories for motor vehicles and their engines,"carburetors, engine intake and exhaust valves, pistons and piston rings, for motor vehicle engines"
1115,336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing",3530,Manufacture of aircraft and spacecraft,"aircraft engine pistons, piston rings, intake and exhaust valves, and carburetors"
1116,336312,Gasoline Engine and Engine Parts Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",pumps for mounting on internal combustion engines
1117,336312,Gasoline Engine and Engine Parts Manufacturing,3410,Manufacture of motor vehicles,"motor vehicle engines, gasoline new; factory rebuilding of automotive engines"
1118,336312,Gasoline Engine and Engine Parts Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"gasoline engine parts: bearings, connecting rods, crankshafts, cylinder heads, engine blocks, flywheels, fuel injection, manifolds, positive crankcase ventilation valves, rocker arms, timing gears and chains, and other automotive engine parts"
1119.1,336321,Vehicular Lighting Equipment Manufacturing,3150,Manufacture of electric lamps and lighting equipment,"lighting equipment for aircraft, boats, and similar"
1119,336321,Vehicular Lighting Equipment Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,vehicular lighting equipment for automobiles and motorcycles
1120.1,336322,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",electric fuel pumps
1120,336322,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing,3190,Manufacture of other electrical equipment n.e.c.,"other motor vehicle electrical equipment, including generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc."
1121.1,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",power steering pumps
1121,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"steering boxes, rack and pinion units, steering wheels; shock absorbers, struts, tie rods, tie rod ends, and other suspension components"
1122,336340,Motor Vehicle Brake System Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,asbestos based brake linings
1123.1,336340,Motor Vehicle Brake System Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",brake master cylinders - hydraulic pumps
1123,336340,Motor Vehicle Brake System Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"brakes and brake parts, brake rotors and drums, brake calipers and wheel cylinders, proportioning valves, brake shoes and pads, and similar"
1124,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,asbestos based clutch facings
1125,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"manual and automatic transmissions and transaxles, factory rebuilding of transmissions, torque converters, pressure plates and clutch disks, CV joints and universal joints, differentials, drive shafts, transmission parts and similar power train components"
1126,336360,Motor Vehicle Seating and Interior Trim Manufacturing,1721,"Manufacture of made-up textile articles, except apparel",tire covers made from purchased fabrics
1127,336360,Motor Vehicle Seating and Interior Trim Manufacturing,1729,Manufacture of other textiles n.e.c.,automotive trimmings
1128,336360,Motor Vehicle Seating and Interior Trim Manufacturing,2520,Manufacture of plastics products,plastic motor vehicle interior panels and trim
1129,336360,Motor Vehicle Seating and Interior Trim Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"automobile seat covers, textile automobile trimmings, motor vehicle interior systems (headliners, panels, seats, trim), seat belts, tire covers"
1130,336360,Motor Vehicle Seating and Interior Trim Manufacturing,3610,Manufacture of furniture,"motor vehicle seats, railroad seats, aircraft seats, transit equipment seats - includes metal seat frames"
1131,336370,Motor Vehicle Metal Stamping,3430,Manufacture of parts and accessories for motor vehicles and their engines,"stampings for motor vehicles (plain stampings, if further worked or machined, they are classified as other motor vehicle parts)"
1132,336391,Motor Vehicle Air-Conditioning Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",motor vehicle air-conditioning compressors
1133,336391,Motor Vehicle Air-Conditioning Manufacturing,2919,Manufacture of other general purpose machinery,"motor vehicle air-conditioning equipment, including related components for automobiles and trucks"
1134,336399,All Other Motor Vehicle Parts Manufacturing,2919,Manufacture of other general purpose machinery,"filters, automotive-type, including fuel, oil, air, etc."
1135,336399,All Other Motor Vehicle Parts Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"mufflers, wheels, wipers, air bags, bumpers, catalytic converters, exhaust systems, gas tanks, sunroofs, trailer hitches, tow bars, radiators, oil coolers, transmission coolers, racks-luggage, bicycle and similar, miscellaneous motor vehicle parts, n.e.c."
1136,336411,Aircraft Manufacturing,3530,Manufacture of aircraft and spacecraft,"aircraft manufacturing, R&D facilities producing prototypes, periodic overhaul and rebuilding of aircraft (bringing aircraft back to original specifications), factory conversion of aircraft"
1137.1,336412,Aircraft Engine and Engine Parts Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",pumps used on aircraft engines
1137,336412,Aircraft Engine and Engine Parts Manufacturing,3530,Manufacture of aircraft and spacecraft,"aircraft engine and parts, turbine and internal combustion"
1138,336413,Other Aircraft Part and Auxiliary Equipment Manufacturing,3530,Manufacture of aircraft and spacecraft,"aircraft parts, assemblies and subassemblies; target drones, and R&D facilities producing prototypes"
1139,336414,Guided Missile and Space Vehicle Manufacturing,2927,Manufacture of weapons and ammunition,guided missiles
1140,336414,Guided Missile and Space Vehicle Manufacturing,3530,Manufacture of aircraft and spacecraft,complete spacecraft
1141,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,3530,Manufacture of aircraft and spacecraft,guided missile and space vehicle propulsion units and parts
1142,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,2927,Manufacture of weapons and ammunition,air frames and other parts for guided missiles (does not include propulsion units)
1143,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,3530,Manufacture of aircraft and spacecraft,"spacecraft parts including, capsules"
1144,336510,Railroad Rolling Stock Manufacturing,3410,Manufacture of motor vehicles,trackless trolley buses (electric power from overhead or underground wires)
1145,336510,Railroad Rolling Stock Manufacturing,3520,Manufacture of railway and tramway locomotives and rolling stock,"locomotives, railcars, subway and transit cars and other railroad rolling stock, including track maintenance vehicles and factory rebuilding of locomotives and railcars"
1146,336611,Ship Building and Repairing,3511,Building and repairing of ships,"ship building, including activities, such as repair and maintenance performed in a shipyard"
1147,336612,Boat Building,3512,Building and repairing of pleasure and sporting boats,"pleasure craft including sailboats, motorboats, rowboats, canoes, and similar pleasure craft (not made in shipyards)"
1148,336991,"Motorcycle, Bicycle, and Parts Manufacturing",3591,Manufacture of motorcycles,motorcycles
1149,336991,"Motorcycle, Bicycle, and Parts Manufacturing",3592,Manufacture of bicycles and invalid carriages,bicycles and bicycle parts
1150,336991,"Motorcycle, Bicycle, and Parts Manufacturing",3694,Manufacture of games and toys,children's metal tricycles
1151,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",2927,Manufacture of weapons and ammunition,"tanks, parts, other armored military vehicles"
1152,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",3410,Manufacture of motor vehicles,armored amphibious military vehicles
1153,336999,All Other Transportation Equipment Manufacturing,3410,Manufacture of motor vehicles,"ATVs, golf carts, go-carts, snowmobiles, and similar, including race cars"
1154,336999,All Other Transportation Equipment Manufacturing,3430,Manufacture of parts and accessories for motor vehicles and their engines,"parts of ATV, snowmobiles, golf carts, go-carts"
1155,336999,All Other Transportation Equipment Manufacturing,3512,Building and repairing of pleasure and sporting boats,personal watercraft
1156,336999,All Other Transportation Equipment Manufacturing,3599,Manufacture of other transport equipment n.e.c.,"animal drawn wagons and buggies, vendor carts and similar"
1157,337110,Wood Kitchen Cabinet and Counter Top Manufacturing,3610,Manufacture of furniture,"wood counter tops, table tops, plastics laminated over particleboard tops, kitchen cabinets, drainboards, vanities, medicine cabinets (bathroom)"
1159,337121,Upholstered Household Furniture Manufacturing,3610,Manufacture of furniture,"upholstered household seating, spring assemblies for household seating"
1160,337122,Nonupholstered Wood Household Furniture Manufacturing,3610,Manufacture of furniture,"wood chairs nonupholstered, high chairs, rockers, stools, porch swings, lawn seating, buffets, wood freestanding cabinets, kitchen tables, kitchen furniture (wood), china closets, serving carts, wooden bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
1163,337124,Metal Household Furniture Manufacturing,3610,Manufacture of furniture,"metal nonupholstered chairs, kitchen chairs, porch swings, stools, wrought iron furniture, lawn seating, metal kitchen cabinets, metal kitchen tables, kitchen furniture metal, stools, wrought iron furniture (butler cabinets), metal bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
1166,337125,Household Furniture (except Wood and Metal) Manufacturing,3610,Manufacture of furniture,"carseats for infants and children, cane-wood chairs, plastic chairs, fiber furniture (woven furniture), malacca furniture, fiberglass chairs, wicker chairs, kitchen furniture (plastic, wicker, willow, reed, fiberglass, rattan, stone, clay, cane, fibers), other household furniture made of reed, rattan, plastic, fiber, wicker, fiber, malacca, plastics, willow"
1169,337127,Institutional Furniture Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,hydraulic type beauty and barber chairs
1171,337127,Institutional Furniture Manufacturing,3599,Manufacture of other transport equipment n.e.c.,"decorative restaurant carts, such as a desert cart, food wagons"
1170,337127,Institutional Furniture Manufacturing,3610,Manufacture of furniture,"drafting tables and boards, benches (park type, public building) bleachers, cafeteria tables and benches, portable, folding chairs, factory stools, chairs, furniture for institutions and public buildings, pews, theater seating, school chairs with table., factory furniture, church furniture, prison beds, drafting tables, institutional furniture (all types including living room, bedroom, and other institutional furniture), work benches, tool stands, restaurant furniture, and similar"
1174,337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",3610,Manufacture of furniture,"wooden housings for radios, televisions, loudspeakers, and sewing machines, wood sewing machine cabinets for institutional purposes are here in NAICS if they are used by the manufacturer of the sewing machine"
1176,337211,Wood Office Furniture Manufacturing,3610,Manufacture of furniture,"wood office-type chairs, bookcases, cabinets, desks, filing cabinets (wood), modular furniture systems, tables"
1178,337212,Custom Architectural Woodwork and Millwork Manufacturing,3610,Manufacture of furniture,"architectural seating (custom architectural woodwork), architectural office furniture (custom architectural woodwork), other customer architectural woodwork"
1181,337214,Office Furniture (except Wood) Manufacturing,3610,Manufacture of furniture,"nonwood office chairs, upholstered padded and similar office chairs, nonwood office furniture: bookcases, cabinets, desks, filing cabinets, modular furniture systems, tables"
1183,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2022,Manufacture of builders' carpentry and joinery,wood partitions (except free-standing)
1184,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2520,Manufacture of plastics products,"finished plastic furniture parts (e.g., frames)"
1185,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2811,Manufacture of structural metal products,"room partitions for floor attachment, metal"
1186,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",3610,Manufacture of furniture,"sleeper sofa mechanisms, other finished parts for seating, merchandise stands, display cases and fixtures (except refrigerated) manufacturing, finished furniture parts for office and shop furniture, finished kitchen furniture parts, finished parts for other furniture"
1190,337910,Mattress Manufacturing,2519,Manufacture of other rubber products,rubber waterbed mattresses
1191,337910,Mattress Manufacturing,3610,Manufacture of furniture,"plastic waterbed mattresses, mattresses and box springs"
1193,337920,Blind and Shade Manufacturing,1721,"Manufacture of made-up textile articles, except apparel",manufacturing blinds and window shades of canvas and similar textile fabrics
1194,337920,Blind and Shade Manufacturing,2029,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",wooden window blinds and curtain and drapery rods and fixtures
1195,337920,Blind and Shade Manufacturing,2520,Manufacture of plastics products,"plastic shades, blinds (e.g., miniblinds), and plastics hardware for hanging shades, blinds, and drapery"
1196,337920,Blind and Shade Manufacturing,2893,"Manufacture of cutlery, hand tools and general hardware",drapery and curtain rods and hardware
1196.1,337920,Blind and Shade Manufacturing,2899,Manufacture of other fabricated metal products n.e.c.,metal blinds
1197,339111,Laboratory Apparatus and Furniture Manufacturing,2912,"Manufacture of pumps, compressors, taps and valves",laboratory pumps (vacuum pumps and similar)
1198,339111,Laboratory Apparatus and Furniture Manufacturing,2914,"Manufacture of ovens, furnaces and furnace burners",laboratory furnaces
1199,339111,Laboratory Apparatus and Furniture Manufacturing,2919,Manufacture of other general purpose machinery,"laboratory freezers, laboratory-type distilling apparatus, laboratory centrifuges, laboratory ultrasonic cleaning machinery"
1201,339111,Laboratory Apparatus and Furniture Manufacturing,3311,Manufacture of medical and surgical equipment and orthopaedic appliances,"laboratory sterilizers, hospital and surgical furniture"
1202,339111,Laboratory Apparatus and Furniture Manufacturing,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","laboratory scales, balances, incubators, and miscellaneous laboratory apparatus for measuring, testing, etc."
